algo,cluster_id,lat,long,n_points
kmean,36.0,45.76800881883316,4.764401427840328,977
kmean,37.0,45.74028764795998,4.816582680475222,6393
kmean,38.0,45.76168982259659,4.827619883487836,21206
kmean,39.0,45.82902518819188,4.8767162029520295,271
kmean,40.0,45.736218829508196,4.793701793442623,305
kmean,41.0,45.71748793790547,4.894551678405931,1079
kmean,42.0,45.83510790789474,4.799058282894737,152
kmean,43.0,45.73405487764867,4.839723824333561,1463
kmean,44.0,45.84152785135135,4.914377222972973,148
kmean,45.0,45.71004367990654,4.809747771028038,428
kmean,46.0,45.78479643010753,4.7953498970814135,651
kmean,47.0,45.76360250235849,4.905615304245283,424
kmean,48.0,45.77726000459946,4.845366421617478,2593
kmean,49.0,45.84141207274701,4.837942057546146,921
dbscan,0.0,45.76147698294107,4.836687857622545,159330
dbscan,1.0,45.837999913120974,4.828030521274149,17392
dbscan,2.0,45.84121604166666,4.799358760416667,96
dbscan,3.0,45.69859721428571,4.941206785714286,14
dbscan,4.0,45.83138152511415,4.879024164383562,219
dbscan,5.0,45.73133192906179,4.7346640526315795,874
dbscan,6.0,45.77921200746269,4.922815044776119,134
dbscan,7.0,45.70554414285714,4.888727261904761,42
dbscan,8.0,45.81699316628701,4.895891314350798,439
dbscan,9.0,45.808383125,4.77962975,16
dbscan,10.0,45.73052078356372,4.952040405036925,5281
dbscan,11.0,45.699947438709685,4.766385077419356,465
dbscan,12.0,45.80234722631579,4.96002487368421,380
dbscan,13.0,45.804865430167595,4.938115765363128,179
dbscan,14.0,45.673747018691586,4.858459850467289,214
dbscan,15.0,45.72233432467533,4.761029662337663,77
dbscan,16.0,45.782103941176466,4.988286294117647,17
dbscan,17.0,45.779219777777776,4.979491722222223,72
dbscan,18.0,45.69794841666666,4.847256364583333,96
dbscan,19.0,45.68843239473684,4.787909934210526,76
dbscan,20.0,45.66555536842105,4.841180105263158,19
dbscan,21.0,45.798217323529414,4.805543794117646,34
dbscan,22.0,45.72671270149254,4.93979452238806,67
dbscan,23.0,45.69467316666667,4.8677266054421775,294
dbscan,24.0,45.813063656529515,4.767644146690518,559
dbscan,25.0,45.68763766666667,4.769887333333333,21
dbscan,26.0,45.82771616666667,4.800491666666667,6
dbscan,27.0,45.73930661538462,4.727882038461538,26
dbscan,28.0,45.785983461538464,4.732041087179487,195
dbscan,29.0,45.70742052941176,4.753466705882353,17
dbscan,30.0,45.77131472727273,4.969394909090909,11
dbscan,31.0,45.81564610909091,4.8180499090909095,55
dbscan,32.0,45.79234758333334,4.990272611111111,36
dbscan,33.0,45.73134148387097,4.783065870967742,31
dbscan,34.0,45.772334388888886,4.956864444444445,72
dbscan,35.0,45.84216610294118,4.914745779411765,136
dbscan,36.0,45.764784999999996,5.003670848484848,33
dbscan,37.0,45.70944644,4.74558708,25
dbscan,38.0,45.81860220588235,4.864236558823529,34
dbscan,39.0,45.756982888888885,4.726543277777778,18
dbscan,40.0,45.72064625806452,4.968337516129032,31
dbscan,41.0,45.70928922580645,4.961979741935484,31
dbscan,42.0,45.71206604761905,4.835302190476191,21
dbscan,43.0,45.676731,4.89839747368421,19
dbscan,44.0,45.76651464705883,4.994478279411765,68
dbscan,45.0,45.73580561111111,4.931916444444444,36
dbscan,46.0,45.721379,4.749441,19
dbscan,47.0,45.746106000000005,4.7675014000000004,10
dbscan,48.0,45.81153792307692,4.914545076923077,13
dbscan,49.0,45.809387422018354,4.972082706422018,109
dbscan,50.0,45.8237470625,4.956272583333333,48
dbscan,51.0,45.807072,4.902461,154
dbscan,52.0,45.822584846153845,4.796470153846154,13
dbscan,53.0,45.76666986576483,4.9827488470343395,961
dbscan,54.0,45.665557739495796,4.887101067226891,119
dbscan,55.0,45.789039200000005,4.91313,15
dbscan,56.0,45.78529719148936,5.003427872340426,47
dbscan,57.0,45.79853675,4.778033071428572,28
dbscan,58.0,45.80401972727273,4.984504727272728,11
dbscan,59.0,45.8127162,4.794336933333333,15
dbscan,60.0,45.69740814285715,4.901898642857143,14
dbscan,61.0,45.70526090909091,4.9896636818181825,22
dbscan,62.0,45.705293363636365,4.9172982727272725,22
hdbscan,0.0,45.70468379166667,4.988689791666666,24
hdbscan,1.0,45.81153792307692,4.914545076923077,13
hdbscan,2.0,45.822242933333335,4.954829800000001,30
hdbscan,3.0,45.827545166666674,4.957221916666667,12
hdbscan,4.0,45.785232083333334,5.003308812499999,48
hdbscan,5.0,45.6771605,4.898447333333333,18
hdbscan,6.0,45.77731575,4.959602,16
hdbscan,7.0,45.663958,4.893155,10
hdbscan,8.0,45.665704504587154,4.886545660550459,109
hdbscan,9.0,45.76928138888889,4.956478027777778,36
hdbscan,10.0,45.77459685714285,4.954327999999999,14
hdbscan,11.0,45.77925208571428,4.9797505428571425,70
hdbscan,12.0,45.79219834285714,4.990197571428571,35
hdbscan,13.0,45.809387422018354,4.972082706422018,109
hdbscan,14.0,45.801907394957986,4.937373025210084,119
hdbscan,15.0,45.81168645283019,4.939286396226414,53
hdbscan,16.0,45.764784999999996,5.003670848484848,33
hdbscan,17.0,45.76611386153846,4.9941720307692306,65
hdbscan,18.0,45.77131472727273,4.969394909090909,11
hdbscan,19.0,45.782103941176466,4.988286294117647,17
hdbscan,20.0,45.793118875,4.954239125,16
hdbscan,21.0,45.802818659217884,4.960183122905028,358
hdbscan,22.0,45.67686113043478,4.922021347826087,23
hdbscan,23.0,45.68491753333333,4.771492833333332,30
hdbscan,24.0,45.76564380344828,4.98184213908046,870
hdbscan,25.0,45.776729,4.991707,88
hdbscan,26.0,45.68263936363637,4.794283454545454,11
hdbscan,27.0,45.68640565217391,4.784995652173913,23
hdbscan,28.0,45.69226003030303,4.787301393939393,33
hdbscan,29.0,45.699947438709685,4.766385077419356,465
hdbscan,30.0,45.721379,4.749441,19
hdbscan,31.0,45.70741257142857,4.752168285714285,14
hdbscan,32.0,45.70944644,4.74558708,25
hdbscan,33.0,45.722455000000004,4.761058512820513,78
hdbscan,34.0,45.705293363636365,4.9172982727272725,22
hdbscan,35.0,45.6972695625,4.9005725,16
hdbscan,36.0,45.84220181021898,4.914709350364964,137
hdbscan,37.0,45.70020588235294,4.940755176470589,17
hdbscan,38.0,45.6666024,4.841674866666667,15
hdbscan,39.0,45.67422698958333,4.858796880208334,192
hdbscan,40.0,45.66577872727273,4.852646363636364,11
hdbscan,41.0,45.78577753,4.73206893,200
hdbscan,42.0,45.75785126086957,4.727691521739131,23
hdbscan,43.0,45.73989303225807,4.732255451612903,31
hdbscan,44.0,45.73134000688864,4.73463880597015,871
hdbscan,45.0,45.7891955,4.912729142857144,14
hdbscan,46.0,45.77882893965518,4.923748948275863,116
hdbscan,47.0,45.781786625,4.91506275,16
hdbscan,48.0,45.807072,4.902461,154
hdbscan,49.0,45.8378691,4.8049979,10
hdbscan,50.0,45.8421171125,4.79855815,80
hdbscan,51.0,45.82723299999999,4.892772,26
hdbscan,52.0,45.82435625,4.9058795,12
hdbscan,53.0,45.8139781,4.7956602,10
hdbscan,54.0,45.82424269230769,4.797010461538462,13
hdbscan,55.0,45.81578033333333,4.893242882352941,306
hdbscan,56.0,45.81702725274725,4.904721923076924,91
hdbscan,57.0,45.70527644827586,4.852212689655173,29
hdbscan,58.0,45.70818820833333,4.961047083333333,24
hdbscan,59.0,45.68625645,4.8465414,20
hdbscan,60.0,45.83104304545454,4.874119045454545,22
hdbscan,61.0,45.83148156410256,4.879630082051282,195
hdbscan,62.0,45.72064625806452,4.968337516129032,31
hdbscan,63.0,45.70180594736842,4.843120894736842,19
hdbscan,64.0,45.6953004,4.8418259,10
hdbscan,65.0,45.73051979147727,4.952037727272727,5280
hdbscan,66.0,45.818402852941176,4.863891941176471,34
hdbscan,67.0,45.72917695833333,4.938752833333333,48
hdbscan,68.0,45.721199375,4.94161775,16
hdbscan,69.0,45.69468289383562,4.86771547260274,292
hdbscan,70.0,45.73566674285715,4.931785485714286,35
hdbscan,71.0,45.73134148387097,4.783065870967742,31
hdbscan,72.0,45.79853675,4.778033071428572,28
hdbscan,73.0,45.71206604761905,4.835302190476191,21
hdbscan,74.0,45.808864785714285,4.778968428571429,14
hdbscan,75.0,45.804559125,4.754555375,16
hdbscan,76.0,45.81564610909091,4.8180499090909095,55
hdbscan,77.0,45.80076846153846,4.7698010256410255,39
hdbscan,78.0,45.80004305714286,4.764494542857142,35
hdbscan,79.0,45.805133314049584,4.7734008512396695,121
hdbscan,80.0,45.81926937345679,4.766461305555556,324
hdbscan,81.0,45.82403346341464,4.828475,41
hdbscan,82.0,45.8223358292683,4.8197204390243895,41
hdbscan,83.0,45.79855964705882,4.808658,17
hdbscan,84.0,45.797875000000005,4.802429588235294,17
hdbscan,85.0,45.8508745,4.864485916666667,12
hdbscan,86.0,45.84783793768997,4.852333097264437,658
hdbscan,87.0,45.70554414285714,4.888727261904761,42
hdbscan,88.0,45.70597769565218,4.879633913043478,23
hdbscan,89.0,45.811356355932205,4.842233169491525,59
hdbscan,90.0,45.84913140816326,4.829467612244898,49
hdbscan,91.0,45.83763989805913,4.827019338775016,16539
hdbscan,92.0,45.8417968,4.8437338,10
hdbscan,93.0,45.81682,4.841490846153847,13
hdbscan,94.0,45.8157872815534,4.847655514563106,103
hdbscan,95.0,45.716595999999996,4.856554461538462,13
hdbscan,96.0,45.76002872,4.75916608,25
hdbscan,97.0,45.733204,4.7896974,15
hdbscan,98.0,45.798620666666665,4.866566199999999,15
hdbscan,99.0,45.783664275862066,4.784064620689655,29
hdbscan,100.0,45.76577808595988,4.763587244985674,698
hdbscan,101.0,45.7320974,4.9168787,10
hdbscan,102.0,45.73974181967213,4.916031770491803,61
hdbscan,103.0,45.741411,4.906614333333334,18
hdbscan,104.0,45.779329875,4.761453125,16
hdbscan,105.0,45.77618038235294,4.768269988235295,170
hdbscan,106.0,45.778171,4.786798,10
hdbscan,107.0,45.705010214285714,4.8321887142857145,14
hdbscan,108.0,45.70983471365639,4.873225933920705,227
hdbscan,109.0,45.80337217391305,4.8597915652173915,23
hdbscan,110.0,45.72279751515151,4.9290689393939395,33
hdbscan,111.0,45.72080536666667,4.91833767,300
hdbscan,112.0,45.72729812195122,4.91999543902439,41
hdbscan,113.0,45.701582010526316,4.809106873684211,95
hdbscan,114.0,45.70465930769231,4.8131696153846155,13
hdbscan,115.0,45.756059,4.7903494,20
hdbscan,116.0,45.786542269230765,4.774246653846154,26
hdbscan,117.0,45.7475201,4.901064,10
hdbscan,118.0,45.78743676256983,4.795943089385474,358
hdbscan,119.0,45.7425952,4.799383066666667,15
hdbscan,120.0,45.77608576470588,4.777041382352941,34
hdbscan,121.0,45.76849569565217,4.781864173913044,23
hdbscan,122.0,45.761325980861244,4.778400291866029,209
hdbscan,123.0,45.75984450000001,4.771408166666666,12
hdbscan,124.0,45.720331804749335,4.877957474934037,379
hdbscan,125.0,45.71805651958763,4.894741742268041,970
hdbscan,126.0,45.73775959162304,4.7960572041884815,191
hdbscan,127.0,45.761965318708604,4.923702227649007,1208
hdbscan,128.0,45.777166823529406,4.79083494117647,17
hdbscan,129.0,45.725407070422534,4.872909535211268,71
hdbscan,130.0,45.76198508134614,4.835898585581356,153357
hdbscan,131.0,45.7338736,4.8843174000000005,15
