cluster_id,convex_hull
490.0,"[[45.732719, 4.823116], [45.732763, 4.823147], [45.732777, 4.823172], [45.732783, 4.823191], [45.732747, 4.823183], [45.732719, 4.823161], [45.732697, 4.823138], [45.732708, 4.823122]]"
491.0,
492.0,"[[45.741546, 4.822439], [45.741695, 4.822448], [45.741638, 4.822494], [45.741591, 4.822483]]"
493.0,
494.0,"[[45.739169, 4.817775], [45.739416, 4.817613], [45.739615, 4.817676], [45.739666, 4.818166], [45.739585, 4.818341], [45.73933, 4.818025], [45.73928, 4.817958]]"
495.0,"[[45.779623, 4.835947], [45.780174, 4.836869], [45.779683, 4.837321]]"
496.0,"[[45.779271, 4.834606], [45.78, 4.835166], [45.779466, 4.835346]]"
497.0,"[[45.732725, 4.821485], [45.7331, 4.821325], [45.733166, 4.821333], [45.73328, 4.821517], [45.733311, 4.821625], [45.733166, 4.821833]]"
498.0,"[[45.729071, 4.818363], [45.729138, 4.818416], [45.7291, 4.818455], [45.728988, 4.818519], [45.728928, 4.818524], [45.728996, 4.818384]]"
499.0,"[[45.728547, 4.818669], [45.728333, 4.818666], [45.728261, 4.81863], [45.728237, 4.818539], [45.728254, 4.818513], [45.728434, 4.818373], [45.728464, 4.818363], [45.728546, 4.818341], [45.728741, 4.818384], [45.728733, 4.818463]]"
500.0,"[[45.731527, 4.815981], [45.731662, 4.815659], [45.732155, 4.815683], [45.732269, 4.815694], [45.732666, 4.815788], [45.732321, 4.816195], [45.732015, 4.816517], [45.731888, 4.816572], [45.731669, 4.816517]]"
501.0,
502.0,
503.0,"[[45.732486, 4.820661], [45.732461, 4.82108], [45.732247, 4.821416], [45.731929, 4.821665], [45.731811, 4.821594], [45.731725, 4.821499], [45.731602, 4.821302], [45.731632, 4.82112], [45.73187, 4.820923]]"
504.0,"[[45.758891, 4.865238], [45.759177, 4.864316], [45.759961, 4.865166], [45.759961, 4.865511], [45.7598, 4.865894], [45.759188, 4.865563]]"
505.0,"[[45.758298, 4.865674], [45.758301, 4.865707], [45.758181, 4.865806], [45.757807, 4.866043], [45.757916, 4.865934]]"
506.0,"[[45.764691, 4.861941], [45.76372, 4.861889], [45.7644, 4.861617], [45.765176, 4.861396], [45.765438, 4.861524], [45.765666, 4.861666]]"
507.0,"[[45.754809, 4.859486], [45.754341, 4.859046], [45.754447, 4.85875], [45.755936, 4.858381], [45.756333, 4.858333], [45.756, 4.859]]"
508.0,"[[45.7577, 4.857512], [45.758008, 4.857858], [45.757847, 4.858336], [45.757666, 4.858666], [45.757168, 4.859334], [45.756909, 4.858961], [45.757033, 4.858562]]"
509.0,"[[45.763137, 4.844712], [45.764155, 4.84482], [45.763797, 4.846141], [45.763675, 4.84658], [45.763616, 4.846612], [45.762786, 4.846563], [45.763047, 4.845163]]"
510.0,"[[45.741084, 4.821833], [45.740903, 4.821635], [45.74112, 4.821324], [45.741273, 4.821302], [45.741404, 4.821538], [45.741405, 4.821602], [45.741386, 4.821702], [45.741375, 4.821711], [45.741283, 4.821755]]"
511.0,"[[45.7565, 4.851833], [45.756886, 4.850877], [45.757448, 4.851129], [45.75762, 4.851601], [45.757747, 4.852223], [45.756909, 4.852169], [45.756591, 4.851933]]"
512.0,"[[45.766879, 4.854251], [45.767283, 4.8546], [45.766722, 4.854937], [45.766597, 4.85483], [45.766593, 4.854818], [45.766616, 4.854755]]"
513.0,"[[45.767708, 4.855211], [45.767814, 4.854819], [45.768136, 4.85454], [45.768244, 4.854808], [45.76825, 4.854994], [45.76825, 4.855019], [45.767952, 4.855227], [45.767866, 4.855272]]"
514.0,"[[45.741457, 4.820755], [45.741606, 4.82053], [45.741711, 4.820562], [45.741947, 4.820836], [45.742071, 4.821109], [45.74185, 4.821193]]"
515.0,"[[45.765213, 4.84885], [45.765586, 4.848677], [45.766127, 4.849324], [45.765605, 4.849185]]"
516.0,"[[45.766609, 4.856708], [45.76616, 4.856793], [45.766004, 4.856772], [45.765791, 4.856624], [45.765847, 4.856316], [45.766078, 4.856021], [45.766325, 4.856236]]"
517.0,
518.0,
519.0,"[[45.766888, 4.856675], [45.767119, 4.856222], [45.767666, 4.856833], [45.767692, 4.85699], [45.767558, 4.857469], [45.767222, 4.857777], [45.76695, 4.857051]]"
520.0,"[[45.730555, 4.818069], [45.730756, 4.818212], [45.73055, 4.818384], [45.730441, 4.818383], [45.730088, 4.818318], [45.730113, 4.818244], [45.730227, 4.818186]]"
521.0,"[[45.767919, 4.858673], [45.768218, 4.858639], [45.768241, 4.858639], [45.768413, 4.858777], [45.768375, 4.858955], [45.768338, 4.858998], [45.767825, 4.859158], [45.767859, 4.858757]]"
522.0,"[[45.751145, 4.838951], [45.751261, 4.840263], [45.750586, 4.840116], [45.750472, 4.839863], [45.750729, 4.839264]]"
523.0,"[[45.770224, 4.841085], [45.770194, 4.840505], [45.770741, 4.840207], [45.770951, 4.840207], [45.771126, 4.840786], [45.771167, 4.841107], [45.770898, 4.841108]]"
524.0,"[[45.764703, 4.851762], [45.764672, 4.851719], [45.765135, 4.851375], [45.765777, 4.850905], [45.765705, 4.851408]]"
525.0,"[[45.732597, 4.820486], [45.732552, 4.820441], [45.732558, 4.820425], [45.733136, 4.819663], [45.733358, 4.819436], [45.733339, 4.81965], [45.732958, 4.820208], [45.7328, 4.82038], [45.732725, 4.820423]]"
526.0,"[[45.730921, 4.817901], [45.730808, 4.817843], [45.730823, 4.817698], [45.730973, 4.817708]]"
527.0,"[[45.744366, 4.816422], [45.744261, 4.816386], [45.744438, 4.815902], [45.74448, 4.815875], [45.744569, 4.815913], [45.744736, 4.816024], [45.744815, 4.816088]]"
528.0,"[[45.744563, 4.822611], [45.745018, 4.822511], [45.745777, 4.823094], [45.745472, 4.82348], [45.744901, 4.823759], [45.744654, 4.823631]]"
529.0,
530.0,"[[45.76735, 4.859838], [45.767223, 4.859862], [45.7672, 4.8598], [45.76713, 4.85955], [45.767163, 4.85954], [45.767201, 4.859561], [45.767313, 4.859669]]"
531.0,"[[45.743643, 4.816024], [45.743942, 4.815852], [45.744, 4.816166], [45.744, 4.816333], [45.7438, 4.816338], [45.743731, 4.816299], [45.743644, 4.816075]]"
532.0,"[[45.731218, 4.818208], [45.731302, 4.818052], [45.731347, 4.818137], [45.73137, 4.818245], [45.731341, 4.81825], [45.731327, 4.818252]]"
533.0,"[[45.756988, 4.854241], [45.75733, 4.853633], [45.757797, 4.853619], [45.757988, 4.853891], [45.757508, 4.854691], [45.757144, 4.85473], [45.757052, 4.854443]]"
534.0,"[[45.767287, 4.858776], [45.767333, 4.859], [45.767252, 4.859125], [45.767176, 4.85923], [45.767044, 4.859297], [45.766936, 4.859261], [45.766999, 4.858833]]"
535.0,"[[45.766819, 4.859111], [45.766811, 4.859544], [45.766725, 4.859272], [45.76668, 4.859102], [45.766685, 4.859097], [45.766789, 4.859004]]"
536.0,"[[45.759993, 4.845034], [45.760237, 4.844648], [45.760412, 4.845399], [45.760166, 4.845666]]"
537.0,"[[45.744227, 4.817166], [45.744077, 4.81759], [45.743845, 4.817311], [45.743777, 4.817086], [45.74413, 4.817113]]"
538.0,"[[45.753376, 4.846612], [45.754304, 4.846676], [45.75398, 4.847041], [45.753855, 4.847047], [45.753838, 4.847038]]"
539.0,"[[45.753241, 4.846462], [45.753331, 4.846601], [45.752491, 4.846202], [45.752328, 4.846086], [45.752205, 4.845829], [45.752913, 4.846188]]"
540.0,"[[45.740577, 4.815444], [45.740348, 4.815562], [45.740362, 4.815269]]"
541.0,"[[45.764386, 4.859875], [45.764666, 4.859833], [45.764648, 4.860355]]"
542.0,"[[45.777101, 4.859669], [45.77718, 4.859397], [45.777427, 4.859402], [45.777466, 4.859483], [45.777461, 4.859502], [45.777411, 4.859547]]"
543.0,
544.0,"[[45.751287, 4.843415], [45.751488, 4.844563], [45.751333, 4.845], [45.750628, 4.84423], [45.750628, 4.843801]]"
545.0,"[[45.752066, 4.84328], [45.752013, 4.843575], [45.751796, 4.843613], [45.751666, 4.843333], [45.751655, 4.843197], [45.751832, 4.843117]]"
546.0,"[[45.751691, 4.843093], [45.751522, 4.842287], [45.751714, 4.842031], [45.751836, 4.842133], [45.751953, 4.842245], [45.752021, 4.842363]]"
547.0,"[[45.733544, 4.818961], [45.733759, 4.819242], [45.733732, 4.819307], [45.733617, 4.819228], [45.733549, 4.819078]]"
548.0,"[[45.743666, 4.817], [45.743503, 4.817197], [45.743119, 4.816989], [45.743059, 4.816646], [45.7435, 4.816833]]"
549.0,"[[45.750058, 4.831997], [45.750595, 4.831938], [45.750612, 4.83195], [45.75092, 4.832332], [45.7509, 4.832508], [45.750466, 4.832844], [45.74995, 4.832808], [45.749962, 4.832418]]"
550.0,"[[45.764579, 4.850196], [45.764625, 4.849718], [45.764893, 4.849811], [45.764978, 4.850034], [45.764961, 4.850283]]"
551.0,"[[45.765582, 4.850457], [45.765433, 4.850372], [45.765584, 4.850184], [45.765977, 4.849997]]"
552.0,"[[45.750591, 4.819843], [45.750681, 4.819607], [45.750816, 4.819813], [45.750636, 4.81987]]"
553.0,"[[45.743055, 4.814722], [45.743134, 4.815117], [45.742358, 4.8153], [45.742262, 4.815101], [45.742333, 4.814999], [45.742608, 4.814663], [45.742686, 4.814605]]"
554.0,"[[45.750736, 4.820322], [45.750711, 4.820294], [45.750775, 4.820211], [45.750868, 4.820165]]"
555.0,"[[45.750965, 4.820079], [45.751055, 4.820165], [45.750994, 4.820119]]"
556.0,"[[45.734325, 4.815886], [45.734469, 4.815905], [45.734538, 4.816045], [45.734333, 4.816044]]"
557.0,"[[45.772237, 4.840282], [45.7725, 4.840277], [45.773105, 4.840657], [45.773352, 4.841161], [45.773163, 4.841436], [45.772387, 4.841401], [45.772166, 4.840833], [45.772166, 4.840666], [45.772207, 4.840421]]"
558.0,"[[45.773899, 4.841322], [45.774273, 4.84098], [45.77458, 4.841923], [45.774464, 4.841934], [45.774108, 4.841838]]"
559.0,"[[45.740678, 4.814779], [45.740891, 4.814683], [45.741161, 4.814705], [45.741366, 4.814738], [45.741377, 4.814955], [45.741277, 4.815026], [45.741044, 4.815016]]"
560.0,"[[45.741079, 4.814374], [45.740875, 4.814583], [45.740732, 4.81424], [45.740681, 4.814048], [45.740858, 4.814044]]"
561.0,"[[45.743, 4.817666], [45.743166, 4.817833], [45.742894, 4.817998], [45.742691, 4.818044], [45.742475, 4.817998], [45.742855, 4.817718]]"
562.0,"[[45.7318, 4.8182], [45.731842, 4.818062], [45.731984, 4.818159], [45.731895, 4.818246]]"
563.0,"[[45.735188, 4.815186], [45.735019, 4.815055], [45.735066, 4.814988], [45.735122, 4.814929], [45.735283, 4.814955], [45.735242, 4.815058]]"
564.0,"[[45.761557, 4.846333], [45.76146, 4.845892], [45.761744, 4.845581], [45.761924, 4.845527], [45.761805, 4.846175], [45.76167, 4.846397]]"
565.0,"[[45.733269, 4.818633], [45.733333, 4.818611], [45.733324, 4.81862]]"
566.0,"[[45.733361, 4.818672], [45.733414, 4.818685], [45.733444, 4.818706], [45.733474, 4.818738], [45.733397, 4.818727]]"
567.0,"[[45.776151, 4.858413], [45.775653, 4.859648], [45.775344, 4.859488], [45.774947, 4.858933], [45.774944, 4.858927], [45.774866, 4.858766], [45.775414, 4.858489], [45.775581, 4.858424]]"
568.0,"[[45.735819, 4.815488], [45.736013, 4.815505], [45.736011, 4.815686], [45.735901, 4.815573]]"
569.0,
570.0,"[[45.759619, 4.847298], [45.759344, 4.847558], [45.759166, 4.8475], [45.75914, 4.847416], [45.759267, 4.847287]]"
571.0,
572.0,
573.0,"[[45.783836, 4.860938], [45.783925, 4.860978], [45.783844, 4.860991]]"
574.0,"[[45.7345, 4.815595], [45.73435, 4.81523], [45.734386, 4.815175], [45.734591, 4.815147], [45.734613, 4.815198], [45.734717, 4.81552], [45.734628, 4.815562], [45.73459, 4.815572]]"
575.0,"[[45.734275, 4.815275], [45.734163, 4.815397], [45.734069, 4.815391], [45.73405, 4.81535], [45.734044, 4.815291], [45.734058, 4.815255], [45.734247, 4.815233]]"
576.0,"[[45.760833, 4.846333], [45.76094, 4.846325], [45.760833, 4.8465]]"
577.0,"[[45.760655, 4.846564], [45.760553, 4.846428], [45.760626, 4.84631], [45.760649, 4.846391]]"
578.0,"[[45.735751, 4.814844], [45.736119, 4.814877], [45.736016, 4.815216], [45.735838, 4.815335], [45.735644, 4.815291], [45.73556, 4.815251], [45.735527, 4.815172], [45.735608, 4.81494]]"
579.0,"[[45.752705, 4.821758], [45.753056, 4.822096], [45.752916, 4.822686], [45.752402, 4.823105], [45.75241, 4.822332], [45.752508, 4.822055]]"
580.0,"[[45.78395, 4.860119], [45.784022, 4.860049], [45.78406, 4.860152], [45.783997, 4.860211]]"
581.0,
582.0,
583.0,"[[45.760036, 4.847464], [45.75981, 4.847491], [45.759966, 4.847314], [45.76002, 4.847426]]"
584.0,"[[45.760231, 4.84762], [45.760487, 4.847765], [45.760391, 4.848294], [45.760333, 4.8485], [45.760322, 4.848456], [45.760156, 4.847789], [45.760157, 4.847746]]"
585.0,
586.0,"[[45.784, 4.860666], [45.783933, 4.860715], [45.783948, 4.860629]]"
587.0,"[[45.738996, 4.814702], [45.738781, 4.81494], [45.738694, 4.814844], [45.738677, 4.814805], [45.738658, 4.814541], [45.738808, 4.814475], [45.738841, 4.814486]]"
588.0,"[[45.783916, 4.8603], [45.783933, 4.860345], [45.783919, 4.860347], [45.783916, 4.860305]]"
589.0,"[[45.783822, 4.860405], [45.783802, 4.860333], [45.78383, 4.860306], [45.783858, 4.860336]]"
590.0,"[[45.740678, 4.819296], [45.740688, 4.819569], [45.74055, 4.819544], [45.740475, 4.819463], [45.740477, 4.819425], [45.740483, 4.819413], [45.740577, 4.819252]]"
591.0,"[[45.740244, 4.819264], [45.740397, 4.819258], [45.740378, 4.819318], [45.740262, 4.819441]]"
592.0,"[[45.740213, 4.819635], [45.740163, 4.819525], [45.7402, 4.819447]]"
593.0,"[[45.737777, 4.814597], [45.737972, 4.814569], [45.737952, 4.814672], [45.737886, 4.814802]]"
594.0,"[[45.741329, 4.819457], [45.741166, 4.819166], [45.7412, 4.818927], [45.741254, 4.818931], [45.741371, 4.818942], [45.741502, 4.819092], [45.741502, 4.819197], [45.7415, 4.8195], [45.741447, 4.819541]]"
595.0,"[[45.732239, 4.818191], [45.73228, 4.818117], [45.732291, 4.818148], [45.732306, 4.818191], [45.732306, 4.818255], [45.732251, 4.818231]]"
596.0,"[[45.73968, 4.814238], [45.739666, 4.814166], [45.739722, 4.814166], [45.739761, 4.814169], [45.739749, 4.814221]]"
597.0,"[[45.738566, 4.814308], [45.738417, 4.814436], [45.738202, 4.814472], [45.738111, 4.81448], [45.738162, 4.814404], [45.73818, 4.814391], [45.738372, 4.814318], [45.738433, 4.814308]]"
598.0,"[[45.738177, 4.81483], [45.738177, 4.81449], [45.738347, 4.814633], [45.73838, 4.814725], [45.738358, 4.814772], [45.738277, 4.814808]]"
599.0,"[[45.742408, 4.817086], [45.74237, 4.816818], [45.742519, 4.816752], [45.742632, 4.816753], [45.7427, 4.816764], [45.742685, 4.816904]]"
600.0,"[[45.732036, 4.818036], [45.732111, 4.817986], [45.732269, 4.81803], [45.732208, 4.818072], [45.732113, 4.818072]]"
601.0,"[[45.741232, 4.818309], [45.741191, 4.818427], [45.74084, 4.818611], [45.74075, 4.818602], [45.740813, 4.818266], [45.740865, 4.818191], [45.740966, 4.818099], [45.740988, 4.818111], [45.741202, 4.818234]]"
602.0,"[[45.740708, 4.818534], [45.740497, 4.818841], [45.740431, 4.818813], [45.740386, 4.81877], [45.740447, 4.818681], [45.740543, 4.818577]]"
603.0,"[[45.741666, 4.816111], [45.741172, 4.815648], [45.741222, 4.8155], [45.741606, 4.815176], [45.741666, 4.815166], [45.741681, 4.81523], [45.74168, 4.815361], [45.741673, 4.815948]]"
604.0,"[[45.758556, 4.859755], [45.75896, 4.859991], [45.758616, 4.860237], [45.758241, 4.860222], [45.758277, 4.859972]]"
605.0,"[[45.739441, 4.814178], [45.739247, 4.814288], [45.739202, 4.814274], [45.73913, 4.814219], [45.739225, 4.814103], [45.739248, 4.814093], [45.739355, 4.814077], [45.739435, 4.814136]]"
606.0,"[[45.739128, 4.814532], [45.739135, 4.814329], [45.73927, 4.8145], [45.739154, 4.814571]]"
607.0,"[[45.742777, 4.816111], [45.743037, 4.815874], [45.742969, 4.816024], [45.742939, 4.816045]]"
608.0,"[[45.761486, 4.849816], [45.761769, 4.850169], [45.761427, 4.849891], [45.761344, 4.849763], [45.761469, 4.849808], [45.761477, 4.849811]]"
609.0,"[[45.741925, 4.817358], [45.74189, 4.81716], [45.741906, 4.817118], [45.741981, 4.817086], [45.742475, 4.817386], [45.742497, 4.817408], [45.742325, 4.81759], [45.742258, 4.817612]]"
610.0,"[[45.778812, 4.840771], [45.77807, 4.839702], [45.778351, 4.839788], [45.77856, 4.839885], [45.778785, 4.840013], [45.778935, 4.840432], [45.778957, 4.840614]]"
611.0,
612.0,"[[45.732413, 4.817705], [45.732419, 4.817638], [45.732446, 4.817667], [45.732448, 4.817687], [45.732419, 4.817711]]"
613.0,"[[45.741919, 4.815655], [45.741944, 4.815555], [45.742235, 4.815691], [45.742265, 4.815723], [45.742284, 4.815788], [45.742238, 4.815916], [45.742122, 4.815927], [45.741944, 4.815833], [45.74193, 4.815774]]"
614.0,"[[45.741015, 4.816957], [45.741112, 4.816946], [45.741066, 4.817023], [45.74102, 4.817011]]"
615.0,"[[45.736338, 4.814933], [45.736507, 4.81494], [45.736553, 4.815187], [45.736447, 4.815187], [45.736368, 4.815037]]"
616.0,"[[45.741207, 4.817583], [45.741229, 4.817341], [45.741337, 4.81722], [45.741666, 4.817222], [45.741666, 4.817247], [45.741658, 4.817327], [45.741457, 4.817613], [45.741412, 4.817633], [45.741333, 4.817666], [45.741302, 4.817669], [45.741264, 4.817645]]"
617.0,"[[45.740962, 4.817526], [45.741028, 4.817291], [45.741097, 4.817288], [45.741, 4.8175]]"
618.0,"[[45.742833, 4.816333], [45.742789, 4.816464], [45.742715, 4.81641], [45.74267, 4.816356], [45.742722, 4.816249], [45.742767, 4.816281]]"
619.0,"[[45.742378, 4.815949], [45.74252, 4.815938], [45.74253, 4.815958], [45.742613, 4.816201], [45.742606, 4.816238], [45.742595, 4.816243], [45.7424, 4.816025], [45.742394, 4.816011]]"
620.0,"[[45.775667, 4.845167], [45.775259, 4.845026], [45.7755, 4.8445], [45.775667, 4.844333], [45.775833, 4.8445], [45.776, 4.844833], [45.776111, 4.845105]]"
621.0,"[[45.7327, 4.818438], [45.732688, 4.818488], [45.732611, 4.818477], [45.732611, 4.818452], [45.732636, 4.818411], [45.732686, 4.818422], [45.732695, 4.818427]]"
622.0,"[[45.736983, 4.815072], [45.73703, 4.815037], [45.73708, 4.815055], [45.737068, 4.815076], [45.737, 4.815088]]"
623.0,"[[45.737133, 4.814983], [45.737144, 4.814951], [45.737174, 4.814951], [45.737144, 4.814983]]"
624.0,"[[45.737175, 4.815016], [45.737215, 4.815026], [45.737177, 4.815049]]"
625.0,"[[45.736747, 4.815152], [45.736762, 4.815069], [45.736807, 4.81509], [45.736786, 4.815178]]"
626.0,"[[45.741329, 4.816592], [45.741292, 4.816496], [45.741292, 4.816485], [45.741371, 4.816494], [45.741427, 4.816535], [45.741374, 4.816582]]"
627.0,"[[45.741477, 4.816719], [45.741536, 4.816772], [45.741499, 4.816833], [45.741419, 4.816904], [45.741383, 4.816886], [45.741416, 4.816788]]"
628.0,"[[45.741292, 4.81671], [45.741375, 4.81671], [45.741322, 4.816775]]"
629.0,
630.0,"[[45.733145, 4.818513], [45.733111, 4.818491], [45.73316, 4.81847], [45.733208, 4.81848]]"
631.0,"[[45.736891, 4.815252], [45.736866, 4.8151], [45.736866, 4.815097], [45.736869, 4.815075], [45.736891, 4.815061], [45.736919, 4.815094], [45.736933, 4.815258], [45.736927, 4.815261], [45.736922, 4.815261]]"
632.0,
633.0,"[[45.733238, 4.818458], [45.733211, 4.818444], [45.733235, 4.818427]]"
634.0,
635.0,"[[45.736994, 4.81494], [45.73703, 4.81493], [45.737016, 4.814962], [45.737, 4.814972]]"
636.0,"[[45.736941, 4.814994], [45.736949, 4.814983], [45.736958, 4.815005], [45.736958, 4.815008], [45.736944, 4.814999]]"
637.0,"[[45.736889, 4.815015], [45.736913, 4.815002], [45.73689, 4.815016]]"
638.0,"[[45.732214, 4.81791], [45.732247, 4.8179], [45.732259, 4.817953], [45.732259, 4.817955], [45.732236, 4.817955]]"
639.0,"[[45.73298, 4.818261], [45.732943, 4.818288], [45.73295, 4.818255], [45.732966, 4.818225]]"
640.0,
641.0,"[[45.757136, 4.844005], [45.756636, 4.843836], [45.756883, 4.843205], [45.757019, 4.843247]]"
642.0,"[[45.732863, 4.818522], [45.732866, 4.818422], [45.733002, 4.818616], [45.732994, 4.818652], [45.732938, 4.818658], [45.732908, 4.818622], [45.732875, 4.818577]]"
643.0,"[[45.732505, 4.818313], [45.732483, 4.818241], [45.73253, 4.818213], [45.732576, 4.818255]]"
644.0,"[[45.760502, 4.862222], [45.76025, 4.862249], [45.760049, 4.862211], [45.759941, 4.861988], [45.760023, 4.861879], [45.760472, 4.861808], [45.760577, 4.861793], [45.760588, 4.861857], [45.760577, 4.861963]]"
645.0,"[[45.760143, 4.862909], [45.760188, 4.862613], [45.760333, 4.862333], [45.760487, 4.862608], [45.760505, 4.862916], [45.760486, 4.863], [45.760388, 4.863262], [45.760355, 4.863261]]"
646.0,"[[45.760038, 4.854669], [45.76006, 4.854465], [45.760341, 4.85458], [45.76027, 4.854701], [45.760128, 4.854787]]"
647.0,"[[45.732811, 4.818347], [45.732791, 4.818377], [45.732761, 4.818363], [45.732758, 4.818344], [45.732777, 4.818333], [45.732791, 4.818333]]"
648.0,"[[45.732844, 4.818283], [45.732811, 4.818295], [45.732838, 4.818234]]"
649.0,"[[45.732932, 4.818374], [45.73293, 4.818411], [45.732914, 4.818387], [45.732913, 4.818377], [45.732916, 4.81835]]"
650.0,"[[45.733115, 4.818298], [45.733145, 4.818266], [45.733135, 4.818302]]"
651.0,"[[45.732519, 4.818053], [45.732448, 4.818075], [45.732486, 4.818009], [45.732502, 4.818019]]"
652.0,"[[45.732694, 4.818202], [45.73265, 4.818191], [45.73268, 4.81817], [45.732703, 4.81817]]"
653.0,
654.0,"[[45.73301, 4.818341], [45.733014, 4.818337], [45.733023, 4.818336], [45.733055, 4.818333], [45.73304, 4.818341]]"
655.0,"[[45.733087, 4.818341], [45.733085, 4.81832], [45.733091, 4.818336], [45.733092, 4.818341]]"
656.0,"[[45.763172, 4.849588], [45.763047, 4.84955], [45.763119, 4.849438]]"
657.0,"[[45.762957, 4.84939], [45.762949, 4.849358], [45.763131, 4.849283], [45.763144, 4.849283], [45.763129, 4.849305], [45.763047, 4.849358]]"
658.0,"[[45.769132, 4.823598], [45.768922, 4.823148], [45.769124, 4.822762]]"
659.0,"[[45.768599, 4.822479], [45.76826, 4.823507], [45.767927, 4.823444], [45.767611, 4.82313], [45.767373, 4.822858], [45.767553, 4.822635], [45.768166, 4.822118]]"
660.0,"[[45.75983, 4.856438], [45.760322, 4.856064], [45.760572, 4.856405], [45.760382, 4.856632], [45.760322, 4.856665], [45.759978, 4.856708], [45.759885, 4.856579]]"
661.0,"[[45.732535, 4.818137], [45.732546, 4.818116], [45.732606, 4.818127], [45.732598, 4.818159], [45.732591, 4.818161], [45.732561, 4.818159], [45.732555, 4.818158]]"
662.0,"[[45.732606, 4.818084], [45.732591, 4.818073], [45.732583, 4.818062], [45.732566, 4.818038], [45.732591, 4.818062]]"
663.0,
664.0,
665.0,"[[45.732641, 4.818084], [45.73265, 4.818084], [45.73265, 4.818094]]"
666.0,"[[45.762717, 4.858059], [45.762822, 4.857877], [45.762894, 4.857819], [45.763169, 4.857672], [45.763563, 4.857813], [45.763911, 4.858158], [45.763863, 4.858236], [45.763234, 4.858263], [45.762867, 4.858156], [45.76274, 4.858113]]"
667.0,
668.0,
669.0,
670.0,"[[45.768914, 4.820712], [45.769266, 4.821764], [45.769199, 4.82201], [45.769049, 4.821978], [45.768763, 4.821886], [45.768263, 4.821226], [45.768675, 4.820809]]"
671.0,"[[45.760314, 4.855977], [45.760225, 4.855624], [45.760232, 4.855613], [45.760538, 4.855627], [45.7607, 4.85583], [45.760661, 4.855855]]"
672.0,"[[45.768346, 4.820165], [45.767915, 4.820991], [45.766961, 4.820755], [45.766946, 4.820637], [45.766969, 4.820444], [45.767088, 4.820251], [45.767338, 4.820013], [45.76771, 4.819875], [45.768025, 4.819913]]"
673.0,"[[45.762051, 4.851343], [45.762167, 4.851167], [45.762336, 4.851257], [45.762344, 4.851427], [45.762086, 4.851547]]"
674.0,"[[45.75323, 4.840148], [45.753882, 4.839718], [45.753502, 4.840266], [45.753361, 4.840207]]"
675.0,"[[45.767717, 4.818964], [45.767866, 4.818499], [45.768197, 4.818563], [45.768286, 4.818931], [45.768013, 4.819041], [45.767997, 4.819047]]"
676.0,"[[45.767372, 4.818141], [45.767657, 4.818223], [45.767522, 4.81832], [45.7675, 4.818333]]"
677.0,"[[45.767947, 4.818013], [45.767794, 4.81798], [45.767708, 4.817906], [45.767697, 4.817836], [45.767725, 4.817719], [45.767783, 4.817597], [45.767958, 4.817397], [45.768196, 4.817386], [45.768286, 4.817515], [45.76818, 4.817875], [45.767986, 4.817997]]"
678.0,"[[45.768313, 4.816863], [45.768196, 4.817172], [45.767964, 4.817065], [45.767925, 4.816827], [45.768005, 4.8168], [45.768174, 4.816764]]"
679.0,
680.0,
681.0,"[[45.761479, 4.854176], [45.761483, 4.854347], [45.761363, 4.854326], [45.761205, 4.854283], [45.761222, 4.854272]]"
682.0,"[[45.76253, 4.850581], [45.762493, 4.850796], [45.762358, 4.850817], [45.762164, 4.850785], [45.762089, 4.850753], [45.762225, 4.850661], [45.762387, 4.850588]]"
683.0,"[[45.76161, 4.855881], [45.761527, 4.856025], [45.761477, 4.856011], [45.761419, 4.855972], [45.761388, 4.855833], [45.761469, 4.85573], [45.761513, 4.855715]]"
684.0,"[[45.761899, 4.855803], [45.7616, 4.855836], [45.761697, 4.855802], [45.761804, 4.855785], [45.761805, 4.855785]]"
685.0,"[[45.761078, 4.852974], [45.761008, 4.852706], [45.7611, 4.852536], [45.761565, 4.852588], [45.761655, 4.852716], [45.761672, 4.852758], [45.76136, 4.85294]]"
686.0,"[[45.777733, 4.837102], [45.777835, 4.837138], [45.777872, 4.837363], [45.777887, 4.837557], [45.777801, 4.837359]]"
687.0,
688.0,"[[45.761382, 4.853596], [45.76149, 4.8535], [45.761567, 4.853553], [45.761535, 4.85365], [45.761494, 4.853703], [45.761408, 4.853693], [45.7614, 4.853682], [45.76139, 4.853635]]"
689.0,"[[45.761227, 4.853344], [45.761101, 4.853392], [45.761105, 4.853213], [45.761205, 4.853285]]"
690.0,"[[45.761447, 4.857627], [45.761472, 4.857931], [45.761355, 4.858086], [45.761161, 4.858124], [45.761056, 4.857888], [45.761071, 4.85778]]"
691.0,"[[45.760891, 4.8539], [45.760986, 4.85383], [45.760958, 4.853983], [45.760894, 4.853963]]"
692.0,"[[45.761086, 4.853564], [45.761072, 4.853616], [45.761026, 4.853553], [45.761003, 4.853521], [45.761071, 4.85351], [45.761086, 4.853553]]"
693.0,"[[45.761016, 4.853805], [45.760966, 4.853763], [45.760975, 4.853744], [45.761063, 4.853671], [45.761109, 4.853661], [45.761138, 4.853705], [45.761138, 4.853708], [45.761131, 4.853725], [45.761086, 4.853813]]"
694.0,"[[45.762951, 4.850452], [45.763166, 4.850469], [45.763137, 4.850571], [45.762986, 4.850547]]"
695.0,"[[45.759983, 4.860424], [45.759881, 4.860291], [45.759888, 4.860249], [45.759919, 4.860077], [45.760171, 4.860065]]"
